GameID,Season,Week,Home Team,Away Team,Listed Win,Other Win,Listed Score,Other Score,Conference Game,Division Game,Neutral Site,PreSeason,Conference Champ,Playoff,National Champ,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,GameTitle,Info,NextGameID,HoA
836,2025,8,CAR,ATL,0,0,0,0,1,1,0,0,0,0,0,Sarge,mahrowkeen,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
837,2025,8,SEA,ARI,0,0,0,0,1,1,0,0,0,0,0,CoachCartier,kgreene829,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
838,2025,9,NYJ,BUF,0,0,0,0,1,1,0,0,0,0,0,Tryggr,Minnow,Sunday Night Football,MetLife Stadium,East Rutherford,NJ,,,0,
839,2025,9,CIN,CAR,0,0,0,0,0,0,0,0,0,0,0,Ezaco,Sarge,Monday Night Football,Paul Brown Stadium,Cincinnati,OH,,,0,
840,2025,9,CLE,DEN,0,0,0,0,1,0,0,0,0,0,0,Piercewise1,alexfall861,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
841,2025,9,BAL,PIT,0,0,0,0,1,1,0,0,0,0,0,SyndaKyt,smackemz3,Sunday Noon,M&T Bank Stadium,Baltimore,MD,,,0,
842,2025,9,JAX,ARI,0,0,0,0,0,0,0,0,0,0,0,Weeze,kgreene829,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
843,2025,9,HOU,MIA,0,0,0,0,1,0,0,0,0,0,0,BabaYaga,TheLiberator,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
844,2025,9,LV,NYG,0,0,0,0,0,0,0,0,0,0,0,Jieret,thatfunk,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
845,2025,9,KC,PHI,0,0,0,0,0,0,0,0,0,0,0,jw1952tx,acewulf,Thursday Night Football,Arrowhead Stadium,Kansas City,MO,,,0,
846,2025,9,DAL,WAS,0,0,0,0,1,1,0,0,0,0,0,Rocketcan,Ewade,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
847,2025,9,DET,GB,0,0,0,0,1,1,0,0,0,0,0,VerifiedThing,JC,Sunday Noon,Ford Field,Detroit,MI,,,0,
848,2025,9,MIN,CHI,0,0,0,0,1,1,0,0,0,0,0,Bellwood,nemolee.exe,Sunday Noon,U.S. Bank Stadium,Minneapolis,MN,,,0,
849,2025,9,NO,TB,0,0,0,0,1,1,0,0,0,0,0,Bingo415,Ape,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
850,2025,9,LAR,SF,0,0,0,0,1,1,0,0,0,0,0,Vivid,Dr_Novella,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
851,2025,9,SEA,TEN,0,0,0,0,0,0,0,0,0,0,0,CoachCartier,Paradoxic,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
852,2025,10,NE,NYJ,0,0,0,0,1,1,0,0,0,0,0,Curby4,Tryggr,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
853,2025,10,BUF,MIN,0,0,0,0,0,0,0,0,0,0,0,Minnow,Bellwood,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
854,2025,10,CLE,CIN,0,0,0,0,1,1,0,0,0,0,0,Piercewise1,Ezaco,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
855,2025,10,TEN,JAX,0,0,0,0,1,1,0,0,0,0,0,Paradoxic,Weeze,Sunday Night Football,Nissan Stadium,Nashville,TN,,,0,
856,2025,10,DEN,LV,0,0,0,0,1,1,0,0,0,0,0,alexfall861,Jieret,Monday Night Football,Empower Field at Mile High,Denver,CO,,,0,
857,2025,10,LAC,DAL,0,0,0,0,0,0,0,0,0,0,0,Dean,Rocketcan,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
858,2025,10,KC,TB,0,0,0,0,0,0,0,0,0,0,0,jw1952tx,Ape,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
859,2025,10,WAS,LAR,0,0,0,0,1,0,0,0,0,0,0,Ewade,Vivid,Sunday Noon,FedExField,Landover,MD,,,0,
860,2025,10,PHI,NYG,0,0,0,0,1,1,0,0,0,0,0,acewulf,thatfunk,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
861,2025,10,CHI,MIA,0,0,0,0,0,0,0,0,0,0,0,nemolee.exe,TheLiberator,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
862,2025,10,CAR,NO,0,0,0,0,1,1,0,0,0,0,0,Sarge,Bingo415,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
863,2025,10,ATL,DET,0,0,0,0,1,0,0,0,0,0,0,mahrowkeen,VerifiedThing,Thursday Night Football,Mercedes-Benz Stadium,Atlanta,GA,,,0,
864,2025,10,SEA,IND,0,0,0,0,0,0,0,0,0,0,0,CoachCartier,npklemm,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
865,2025,10,SF,HOU,0,0,0,0,0,0,0,0,0,0,0,Dr_Novella,BabaYaga,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
866,2025,11,NYJ,TEN,0,0,0,0,1,0,0,0,0,0,0,Tryggr,Paradoxic,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
867,2025,11,NE,GB,0,0,0,0,0,0,0,0,0,0,0,Curby4,JC,Thursday Night Football,Gillette Stadium,Foxborough,MA,,,0,
868,2025,11,BUF,MIA,0,0,0,0,1,1,0,0,0,0,0,Minnow,TheLiberator,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
869,2025,11,BAL,DEN,0,0,0,0,1,0,0,0,0,0,0,SyndaKyt,alexfall861,Sunday Afternoon,M&T Bank Stadium,Baltimore,MD,,,0,
870,2025,11,PIT,WAS,0,0,0,0,0,0,0,0,0,0,0,smackemz3,Ewade,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
871,2025,11,JAX,SEA,0,0,0,0,0,0,0,0,0,0,0,Weeze,CoachCartier,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
872,2025,11,IND,HOU,0,0,0,0,1,1,0,0,0,0,0,npklemm,BabaYaga,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
873,2025,11,LV,CLE,0,0,0,0,1,0,0,0,0,0,0,Jieret,Piercewise1,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
874,2025,11,DAL,PHI,0,0,0,0,1,1,0,0,0,0,0,Rocketcan,acewulf,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
875,2025,11,DET,MIN,0,0,0,0,1,1,0,0,0,0,0,VerifiedThing,Bellwood,Sunday Noon,Ford Field,Detroit,MI,,,0,
876,2025,11,CAR,KC,0,0,0,0,0,0,0,0,0,0,0,Sarge,jw1952tx,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
877,2025,11,TB,CHI,0,0,0,0,1,0,0,0,0,0,0,Ape,nemolee.exe,Monday Night Football,Raymond James Stadium,Tampa,FL,,,0,
878,2025,11,ATL,LAC,0,0,0,0,0,0,0,0,0,0,0,mahrowkeen,Dean,Sunday Afternoon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
879,2025,11,ARI,LAR,0,0,0,0,1,1,0,0,0,0,0,kgreene829,Vivid,Sunday Night Football,State Farm Stadium,Glendale,AZ,,,0,
880,2025,12,NYJ,CHI,0,0,0,0,0,0,0,0,0,0,0,Tryggr,nemolee.exe,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
881,2025,12,MIA,SEA,0,0,0,0,0,0,0,0,0,0,0,TheLiberator,CoachCartier,Monday Night Football,Hard Rock Stadium,Miami Gardens,FL,,,0,
882,2025,12,CLE,BAL,0,0,0,0,1,1,0,0,0,0,0,Piercewise1,SyndaKyt,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
883,2025,12,TEN,SF,0,0,0,0,0,0,0,0,0,0,0,Paradoxic,Dr_Novella,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
884,2025,12,HOU,NE,0,0,0,0,1,0,0,0,0,0,0,BabaYaga,Curby4,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
885,2025,12,DEN,CIN,0,0,0,0,1,0,0,0,0,0,0,alexfall861,Ezaco,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
886,2025,12,LAC,KC,0,0,0,0,1,1,0,0,0,0,0,Dean,jw1952tx,Sunday Night Football,SoFi Stadium,Inglewood,CA,,,0,
887,2025,12,WAS,NYG,0,0,0,0,1,1,0,0,0,0,0,Ewade,thatfunk,Sunday Noon,FedExField,Landover,MD,,,0,
888,2025,12,DAL,PIT,0,0,0,0,0,0,0,0,0,0,0,Rocketcan,smackemz3,Thursday Night Football,AT&T Stadium,Arlington,TX,,,0,
889,2025,12,GB,CAR,0,0,0,0,1,0,0,0,0,0,0,JC,Sarge,Sunday Afternoon,Lambeau Field,Green Bay,WI,,,0,
890,2025,12,DET,BUF,0,0,0,0,0,0,0,0,0,0,0,VerifiedThing,Minnow,Thursday Night Football,Ford Field,Detroit,MI,,,0,
891,2025,12,TB,LV,0,0,0,0,0,0,0,0,0,0,0,Ape,Jieret,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
892,2025,12,NO,ATL,0,0,0,0,1,1,0,0,0,0,0,Bingo415,mahrowkeen,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
893,2025,12,ARI,IND,0,0,0,0,0,0,0,0,0,0,0,kgreene829,npklemm,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
894,2025,13,NYJ,DET,0,0,0,0,0,0,0,0,0,0,0,Tryggr,VerifiedThing,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
895,2025,13,MIA,LAC,0,0,0,0,1,0,0,0,0,0,0,TheLiberator,Dean,Sunday Afternoon,Hard Rock Stadium,Miami Gardens,FL,,,0,
896,2025,13,BUF,ARI,0,0,0,0,0,0,0,0,0,0,0,Minnow,kgreene829,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
897,2025,13,CIN,PIT,0,0,0,0,1,1,0,0,0,0,0,Ezaco,smackemz3,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
898,2025,13,BAL,IND,0,0,0,0,1,0,0,0,0,0,0,SyndaKyt,npklemm,Thursday Night Football,M&T Bank Stadium,Baltimore,MD,,,0,
899,2025,13,JAX,HOU,0,0,0,0,1,1,0,0,0,0,0,Weeze,BabaYaga,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
900,2025,13,KC,ATL,0,0,0,0,0,0,0,0,0,0,0,jw1952tx,mahrowkeen,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
901,2025,13,NYG,NO,0,0,0,0,1,0,0,0,0,0,0,thatfunk,Bingo415,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
902,2025,13,PHI,CLE,0,0,0,0,0,0,0,0,0,0,0,acewulf,Piercewise1,Monday Night Football,Lincoln Financial Field,Philadelphia,PA,,,0,
903,2025,13,CHI,NE,0,0,0,0,0,0,0,0,0,0,0,nemolee.exe,Curby4,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
904,2025,13,MIN,GB,0,0,0,0,1,1,0,0,0,0,0,Bellwood,JC,Sunday Night Football,U.S. Bank Stadium,Minneapolis,MN,,,0,
905,2025,13,CAR,TB,0,0,0,0,1,1,0,0,0,0,0,Sarge,Ape,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
906,2025,13,LAR,TEN,0,0,0,0,0,0,0,0,0,0,0,Vivid,Paradoxic,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
907,2025,13,SEA,SF,0,0,0,0,1,1,0,0,0,0,0,CoachCartier,Dr_Novella,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
908,2025,14,MIA,MIN,0,0,0,0,0,0,0,0,0,0,0,TheLiberator,Bellwood,Sunday Afternoon,Hard Rock Stadium,Miami Gardens,FL,,,0,
909,2025,14,NE,BUF,0,0,0,0,1,1,0,0,0,0,0,Curby4,Minnow,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
910,2025,14,BAL,CIN,0,0,0,0,1,1,0,0,0,0,0,SyndaKyt,Ezaco,Sunday Noon,M&T Bank Stadium,Baltimore,MD,,,0,
911,2025,14,PIT,NYG,0,0,0,0,0,0,0,0,0,0,0,smackemz3,thatfunk,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
912,2025,14,JAX,CLE,0,0,0,0,1,0,0,0,0,0,0,Weeze,Piercewise1,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
913,2025,14,IND,SF,0,0,0,0,0,0,0,0,0,0,0,npklemm,Dr_Novella,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
914,2025,14,LAC,TB,0,0,0,0,0,0,0,0,0,0,0,Dean,Ape,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
915,2025,14,WAS,DAL,0,0,0,0,1,1,0,0,0,0,0,Ewade,Rocketcan,Monday Night Football,FedExField,Landover,MD,,,0,
916,2025,14,PHI,ARI,0,0,0,0,1,0,0,0,0,0,0,acewulf,kgreene829,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
917,2025,14,GB,NYJ,0,0,0,0,0,0,0,0,0,0,0,JC,Tryggr,Sunday Noon,Lambeau Field,Green Bay,WI,,,0,
918,2025,14,CHI,DET,0,0,0,0,1,1,0,0,0,0,0,nemolee.exe,VerifiedThing,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
919,2025,14,CAR,LV,0,0,0,0,0,0,0,0,0,0,0,Sarge,Jieret,Thursday Night Football,Bank of America Stadium,Charlotte,NC,,,0,
920,2025,14,NO,KC,0,0,0,0,0,0,0,0,0,0,0,Bingo415,jw1952tx,Sunday Afternoon,Caesars Superdome,New Orleans,LA,,,0,
921,2025,14,ATL,DEN,0,0,0,0,0,0,0,0,0,0,0,mahrowkeen,alexfall861,Sunday Night Football,Mercedes-Benz Stadium,Atlanta,GA,,,0,
922,2025,14,SEA,LAR,0,0,0,0,1,1,0,0,0,0,0,CoachCartier,Vivid,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
923,2025,15,NYJ,CIN,0,0,0,0,1,0,0,0,0,0,0,Tryggr,Ezaco,Monday Night Football,MetLife Stadium,East Rutherford,NJ,,,0,
924,2025,15,BUF,CHI,0,0,0,0,0,0,0,0,0,0,0,Minnow,nemolee.exe,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
925,2025,15,CLE,MIA,0,0,0,0,1,0,0,0,0,0,0,Piercewise1,TheLiberator,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
926,2025,15,PIT,LAC,0,0,0,0,1,0,0,0,0,0,0,smackemz3,Dean,Sunday Afternoon,Heinz Field,Pittsburgh,PA,,,0,
927,2025,15,TEN,DEN,0,0,0,0,1,0,0,0,0,0,0,Paradoxic,alexfall861,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
928,2025,15,JAX,IND,0,0,0,0,1,1,0,0,0,0,0,Weeze,npklemm,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
929,2025,15,HOU,SEA,0,0,0,0,0,0,0,0,0,0,0,BabaYaga,CoachCartier,Thursday Night Football,NRG Stadium,Houston,TX,,,0,
930,2025,15,KC,LV,0,0,0,0,1,1,0,0,0,0,0,jw1952tx,Jieret,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
931,2025,15,WAS,CAR,0,0,0,0,1,0,0,0,0,0,0,Ewade,Sarge,Sunday Noon,FedExField,Landover,MD,,,0,
932,2025,15,DAL,BAL,0,0,0,0,0,0,0,0,0,0,0,Rocketcan,SyndaKyt,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
933,2025,15,NYG,PHI,0,0,0,0,1,1,0,0,0,0,0,thatfunk,acewulf,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
934,2025,15,DET,NO,0,0,0,0,1,0,0,0,0,0,0,VerifiedThing,Bingo415,Sunday Noon,Ford Field,Detroit,MI,,,0,
935,2025,15,MIN,NE,0,0,0,0,0,0,0,0,0,0,0,Bellwood,Curby4,Sunday Afternoon,U.S. Bank Stadium,Minneapolis,MN,,,0,
936,2025,15,TB,ATL,0,0,0,0,1,1,0,0,0,0,0,Ape,mahrowkeen,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
937,2025,15,LAR,GB,0,0,0,0,1,0,0,0,0,0,0,Vivid,JC,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
938,2025,15,SF,ARI,0,0,0,0,1,1,0,0,0,0,0,Dr_Novella,kgreene829,Sunday Night Football,Levi's Stadium,Santa Clara,CA,,,0,
939,2025,16,NYJ,MIA,0,0,0,0,1,1,0,0,0,0,0,Tryggr,TheLiberator,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
940,2025,16,NE,BAL,0,0,0,0,1,0,0,0,0,0,0,Curby4,SyndaKyt,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
941,2025,16,CIN,KC,0,0,0,0,1,0,0,0,0,0,0,Ezaco,jw1952tx,Sunday Afternoon,Paul Brown Stadium,Cincinnati,OH,,,0,
942,2025,16,CLE,PIT,0,0,0,0,1,1,0,0,0,0,0,Piercewise1,smackemz3,Sunday Noon,FirstEnergy Stadium,Cleveland,OH,,,0,
943,2025,16,TEN,HOU,0,0,0,0,1,1,0,0,0,0,0,Paradoxic,BabaYaga,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
944,2025,16,IND,BUF,0,0,0,0,1,0,0,0,0,0,0,npklemm,Minnow,Thursday Night Football,Lucas Oil Stadium,Indianapolis,IN,,,0,
945,2025,16,DEN,LAC,0,0,0,0,1,1,0,0,0,0,0,alexfall861,Dean,Monday Night Football,Empower Field at Mile High,Denver,CO,,,0,
946,2025,16,LV,ATL,0,0,0,0,0,0,0,0,0,0,0,Jieret,mahrowkeen,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
947,2025,16,NYG,SEA,0,0,0,0,1,0,0,0,0,0,0,thatfunk,CoachCartier,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
948,2025,16,PHI,MIN,0,0,0,0,1,0,0,0,0,0,0,acewulf,Bellwood,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
949,2025,16,GB,CHI,0,0,0,0,1,1,0,0,0,0,0,JC,nemolee.exe,Sunday Noon,Lambeau Field,Green Bay,WI,,,0,
950,2025,16,DET,TB,0,0,0,0,1,0,0,0,0,0,0,VerifiedThing,Ape,Sunday Noon,Ford Field,Detroit,MI,,,0,
951,2025,16,NO,CAR,0,0,0,0,1,1,0,0,0,0,0,Bingo415,Sarge,Sunday Night Football,Caesars Superdome,New Orleans,LA,,,0,
952,2025,16,LAR,JAX,0,0,0,0,0,0,0,0,0,0,0,Vivid,Weeze,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
953,2025,16,SF,DAL,0,0,0,0,1,0,0,0,0,0,0,Dr_Novella,Rocketcan,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
954,2025,16,ARI,WAS,0,0,0,0,1,0,0,0,0,0,0,kgreene829,Ewade,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
955,2025,17,MIA,GB,0,0,0,0,0,0,0,0,0,0,0,TheLiberator,JC,Sunday Noon,Hard Rock Stadium,Miami Gardens,FL,,,0,
956,2025,17,BAL,WAS,0,0,0,0,0,0,0,0,0,0,0,SyndaKyt,Ewade,Sunday Night Football,M&T Bank Stadium,Baltimore,MD,,,0,
957,2025,17,PIT,LV,0,0,0,0,1,0,0,0,0,0,0,smackemz3,Jieret,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
958,2025,17,TEN,BUF,0,0,0,0,1,0,0,0,0,0,0,Paradoxic,Minnow,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
959,2025,17,JAX,NE,0,0,0,0,1,0,0,0,0,0,0,Weeze,Curby4,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
960,2025,17,IND,NYJ,0,0,0,0,1,0,0,0,0,0,0,npklemm,Tryggr,Sunday Noon,Lucas Oil Stadium,Indianapolis,IN,,,0,
961,2025,17,HOU,LAR,0,0,0,0,0,0,0,0,0,0,0,BabaYaga,Vivid,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
962,2025,17,LAC,CIN,0,0,0,0,1,0,0,0,0,0,0,Dean,Ezaco,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
963,2025,17,KC,CLE,0,0,0,0,1,0,0,0,0,0,0,jw1952tx,Piercewise1,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
964,2025,17,DAL,ARI,0,0,0,0,1,0,0,0,0,0,0,Rocketcan,kgreene829,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
965,2025,17,CHI,NYG,0,0,0,0,1,0,0,0,0,0,0,nemolee.exe,thatfunk,Monday Night Football,Soldier Field,Chicago,IL,,,0,
966,2025,17,MIN,ATL,0,0,0,0,1,0,0,0,0,0,0,Bellwood,mahrowkeen,Thursday Night Football,U.S. Bank Stadium,Minneapolis,MN,,,0,
967,2025,17,CAR,DET,0,0,0,0,1,0,0,0,0,0,0,Sarge,VerifiedThing,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
968,2025,17,TB,DEN,0,0,0,0,0,0,0,0,0,0,0,Ape,alexfall861,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
969,2025,17,NO,SF,0,0,0,0,1,0,0,0,0,0,0,Bingo415,Dr_Novella,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
970,2025,17,SEA,PHI,0,0,0,0,1,0,0,0,0,0,0,CoachCartier,acewulf,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
971,2025,18,NE,MIA,0,0,0,0,1,1,0,0,0,0,0,Curby4,TheLiberator,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
972,2025,18,BUF,NYJ,0,0,0,0,1,1,0,0,0,0,0,Minnow,Tryggr,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
973,2025,18,CIN,CLE,0,0,0,0,1,1,0,0,0,0,0,Ezaco,Piercewise1,Sunday Night Football,Paul Brown Stadium,Cincinnati,OH,,,0,
974,2025,18,PIT,BAL,0,0,0,0,1,1,0,0,0,0,0,smackemz3,SyndaKyt,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
975,2025,18,IND,TEN,0,0,0,0,1,1,0,0,0,0,0,npklemm,Paradoxic,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
976,2025,18,HOU,JAX,0,0,0,0,1,1,0,0,0,0,0,BabaYaga,Weeze,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
977,2025,18,LV,LAC,0,0,0,0,1,1,0,0,0,0,0,Jieret,Dean,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
978,2025,18,KC,DEN,0,0,0,0,1,1,0,0,0,0,0,jw1952tx,alexfall861,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
979,2025,18,WAS,PHI,0,0,0,0,1,1,0,0,0,0,0,Ewade,acewulf,Sunday Noon,FedExField,Landover,MD,,,0,
980,2025,18,NYG,DAL,0,0,0,0,1,1,0,0,0,0,0,thatfunk,Rocketcan,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
981,2025,18,GB,DET,0,0,0,0,1,1,0,0,0,0,0,JC,VerifiedThing,Sunday Noon,Lambeau Field,Green Bay,WI,,,0,
982,2025,18,CHI,MIN,0,0,0,0,1,1,0,0,0,0,0,nemolee.exe,Bellwood,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
983,2025,18,TB,NO,0,0,0,0,1,1,0,0,0,0,0,Ape,Bingo415,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
984,2025,18,ATL,CAR,0,0,0,0,1,1,0,0,0,0,0,mahrowkeen,Sarge,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
985,2025,18,SF,LAR,0,0,0,0,1,1,0,0,0,0,0,Dr_Novella,Vivid,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
986,2025,18,ARI,SEA,0,0,0,0,1,1,0,0,0,0,0,kgreene829,CoachCartier,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
