Player ID,Name,Archetype,Position,Age,Ovr, Yrs Left ,Value Expect,AAV Expect,Team
5243,Giorgio Walford,Run Blocking,OT,24,60, 1 , 0.78 , 0.50 ,SF
10423,Jerome Turner,Man Coverage,FS,23,58, 1 , 2.50 , 1.00 ,SF
60660,Victor Gonzalez,Field General,ILB,29,65, 1 , 1.76 , 0.71 ,SF
61669,Jason Holbrook,Receiving,TE,29,70, 1 , 5.70 , 2.28 ,SF
62047,Everardo Gastelum,Zone Coverage,CB,29,65, 1 , 3.53 , 1.41 ,SF
62640,Michael Hamman,Speed Rusher,DE,29,69, 1 , 5.78 , 2.31 ,SF
62673,Steve Olson,Speed,ILB,29,65, 1 , 1.76 , 0.71 ,SF
63312,Eric Pritchard,Balanced,DT,29,65, 1 , 2.89 , 1.16 ,SF
63656,William Rojo,Ball Hawk,SS,29,68, 1 , 4.36 , 1.74 ,SF
39,Yacksel Knox,Balanced,RB,25,65, 1 , 15.57 , 6.23 ,SEA
89,Mike Hargreaves,Man Coverage,CB,25,68, 1 , 11.53 , 4.61 ,SEA
99,DeMarcus Hagens,Balanced,OT,25,63, 1 , 7.46 , 2.98 ,SEA
142,Godwin Johnson,Zone Coverage,FS,25,70, 1 , 22.11 , 8.85 ,SEA
231,Kenneth Woods,Run Stopper,FS,25,58, 1 , 2.28 , 0.91 ,SEA
438,Evan Cooper,Balanced,QB,25,57, 1 , 0.70 , 0.50 ,SEA
1340,Jason Stites,Line Captain,C,25,66, 1 , 6.64 , 2.66 ,SEA
1430,Rasul Miller,Ball Hawk,CB,25,67, 1 , 11.53 , 4.61 ,SEA
1817,Christian Carter,Field General,ILB,25,69, 1 , 20.76 , 8.31 ,SEA
40378,John Woodward,Balanced,RB,33,70, 1 , 1.56 , 0.62 ,SEA
60553,Zachary Willwerth,Balanced,DE,29,70, 1 , 6.33 , 2.53 ,SEA
62065,Gerald Brouillette,Pass Rush,OLB,29,63, 1 , 5.27 , 2.11 ,SEA
62311,Brent Stover,Coverage,ILB,29,68, 1 , 5.64 , 2.26 ,SEA
62737,Matthew Spada,Blocking,FB,29,63, 1 , 3.36 , 1.34 ,SEA
62930,Steven Hughes,Run Blocking,OG,29,67, 1 , 3.76 , 1.50 ,SEA
63654,Arthur Stuart,Balanced,DT,29,68, 1 , 5.44 , 2.18 ,SEA
64814,Carlton Mathews,Run Blocking,OG,29,68, 1 , 3.76 , 1.50 ,SEA
209,Luis Wong,Ball Hawk,CB,25,69, 1 , 23.82 , 9.53 ,TB
394,Riley Okeke,Scrambler,QB,25,60, 1 , 1.42 , 0.57 ,TB
442,Wil Carter,Possession,WR,25,66, 1 , 9.14 , 3.66 ,TB
494,Mitch Rivers,Balanced,DE,25,62, 1 , 3.57 , 1.43 ,TB
40852,Jarred Stone,Zone Coverage,FS,33,78, 1 , 8.42 , 3.37 ,TB
53244,Matthew Zimmer,Balanced,DT,31,77, 1 , 15.61 , 6.24 ,TB
3,Tommy Marimon,Speed Rusher,DE,25,69, 1 , 27.62 , 11.05 ,TEN
128,Nick Mazzaro,Field General,QB,25,62, 1 , 4.57 , 1.83 ,TEN
336,Kendal Shaffer,Ball Hawk,CB,25,66, 1 , 11.53 , 4.61 ,TEN
1233,Josh Aquino,Possession,WR,25,65, 1 , 6.35 , 2.54 ,TEN
5149,Steve Webb,Receiving,TE,24,57, 1 , 0.99 , 0.50 ,TEN
5732,Adam Boyle,Balanced,C,24,60, 1 , 1.38 , 0.55 ,TEN
5782,Matt Paddack,Blocking,TE,24,57, 1 , 0.99 , 0.50 ,TEN
6000,Shane Armenteros,Speed,WR,24,60, 1 , 3.03 , 1.21 ,TEN
35105,Edward Koch,Run Blocking,OT,34,76, 1 , 6.10 , 2.44 ,TEN
35215,Raul Salazar,Run Blocking,C,34,74, 1 , 5.47 , 2.19 ,TEN
36871,Gregory Charpentier,Balanced,DE,34,69, 1 , 1.81 , 0.73 ,TEN
51540,Nicolas Conti,Run Blocking,OG,31,75, 1 , 15.31 , 6.12 ,TEN
60519,Joseph Cale,Power,RB,29,77, 1 , 10.90 , 4.36 ,TEN
61338,Raymond Anderson,Receiving,TE,29,61, 1 , 0.77 , 0.50 ,TEN
62290,Thomas Pursell,Blocking,FB,29,61, 1 , 0.70 , 0.50 ,TEN
63575,Todd Bengel,Man Coverage,CB,29,65, 1 , 3.53 , 1.41 ,TEN
63692,Ronald Jones,Ball Hawk,CB,29,65, 1 , 3.53 , 1.41 ,TEN
64314,Ricardo Gonzalez,Balanced,OG,29,65, 1 , 3.76 , 1.50 ,TEN
64546,James Kenyon,Run Blocking,OT,29,69, 1 , 6.04 , 2.41 ,TEN
65197,Wayne Reimer,Field General,QB,28,74, 1 , 13.88 , 5.55 ,TEN
67217,Michael Vance,Speed,RB,28,62, 1 , 1.50 , 0.60 ,TEN
70123,Brian Holder,Speed,ILB,27,70, 1 , 18.79 , 7.51 ,TEN
70662,Jaime Perez,Receiving,TE,27,73, 1 , 13.38 , 5.35 ,TEN
1,Angel Loe,Pass Blocking,OG,25,74, 1 , 22.96 , 9.19 ,WAS
125,Phillip Calhoun,Balanced,DE,25,67, 1 , 12.24 , 4.90 ,WAS
44252,Brian Rowland,Ball Hawk,CB,33,71, 1 , 4.39 , 1.76 ,WAS
50295,Lucio Escarcega,Zone Coverage,FS,31,79, 1 , 18.48 , 7.39 ,WAS
